ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
2703,42.0,18,144.0,94063,2.0,6.1,1.0,158,0.0,0.0,0,0.0,0
2704,51.0,27,71.0,92521,1.0,2.6,2.0,0,0.0,0.0,0,1.0,0
2705,38.0,13,191.0,91710,2.0,3.0,1.0,0,0.0,0.0,1,0.0,0
2706,53.0,26,22.0,92831,1.0,0.5,2.0,100,0.0,0.0,1,0.0,0
2707,43.0,17,158.0,90740,1.0,2.4,1.0,0,0.0,0.0,1,0.0,0
2708,35.0,9,131.0,90089,3.0,0.3,3.0,0,0.0,1.0,1,1.0,1
2709,49.0,24,75.0,95670,1.0,2.8,2.0,160,0.0,0.0,0,1.0,0
2710,28.0,4,69.0,94305,3.0,0.7,2.0,170,0.0,0.0,0,0.0,0
2711,51.0,27,39.0,94304,2.0,0.8,1.0,0,0.0,0.0,0,0.0,0
2712,39.0,14,34.0,94939,4.0,1.7,1.0,0,0.0,0.0,1,1.0,0
2713,31.0,7,32.0,91320,1.0,1.7,1.0,0,0.0,0.0,1,0.0,0
2714,44.0,18,129.0,92028,1.0,5.7,1.0,0,0.0,0.0,1,0.0,0
2715,46.0,20,158.0,92870,3.0,5.4,1.0,432,0.0,0.0,0,1.0,1
2716,42.0,18,54.0,90089,1.0,1.8,1.0,0,0.0,0.0,1,0.0,0
2717,41.0,17,34.0,92182,1.0,2.0,2.0,0,0.0,0.0,0,0.0,0
2718,23.0,-2,45.0,95422,4.0,0.6,2.0,0,0.0,0.0,1,1.0,0
2719,59.0,33,68.0,95064,2.0,2.3,3.0,0,1.0,0.0,0,0.0,0
2720,47.0,21,53.0,95929,1.0,1.5,2.0,0,0.0,0.0,1,0.0,0
2721,48.0,23,32.0,93302,1.0,0.1,1.0,0,0.0,0.0,0,1.0,0
2722,58.0,33,173.0,92121,2.0,7.2,3.0,0,0.0,0.0,1,0.0,1
2723,58.0,34,31.0,92126,4.0,0.4,1.0,0,0.0,0.0,0,0.0,0
2724,54.0,29,72.0,94558,2.0,3.7,1.0,144,0.0,0.0,1,0.0,0
2725,49.0,24,30.0,90212,4.0,0.4,2.0,157,0.0,1.0,1,1.0,0
2726,63.0,38,138.0,92675,1.0,2.5,1.0,0,0.0,0.0,1,0.0,0
2727,62.0,37,18.0,92028,1.0,1.5,2.0,127,0.0,0.0,0,0.0,0
2728,45.0,19,69.0,90840,1.0,2.8,1.0,220,0.0,0.0,1,1.0,0
2729,39.0,13,58.0,94555,3.0,2.1,1.0,247,0.0,0.0,1,0.0,0
2730,58.0,34,63.0,90007,4.0,1.5,1.0,0,0.0,0.0,1,0.0,0
2731,56.0,30,43.0,90401,2.0,0.3,1.0,0,1.0,0.0,0,0.0,0
2732,29.0,5,28.0,96651,1.0,0.2,3.0,0,0.0,0.0,1,0.0,0
2733,33.0,9,38.0,93106,1.0,2.1,3.0,133,0.0,0.0,0,0.0,0
2734,55.0,29,72.0,93107,3.0,0.3,2.0,147,0.0,0.0,0,0.0,0
2735,56.0,31,64.0,94126,4.0,0.9,1.0,0,0.0,0.0,1,0.0,0
2736,36.0,12,70.0,92131,3.0,2.6,2.0,165,0.0,0.0,1,0.0,0
2737,53.0,29,12.0,95621,1.0,0.3,1.0,0,0.0,0.0,0,0.0,0
2738,57.0,31,159.0,94577,2.0,0.5,1.0,0,0.0,0.0,0,0.0,0
2739,35.0,9,103.0,95120,2.0,4.5,3.0,0,0.0,0.0,1,0.0,0
2740,43.0,18,42.0,91330,1.0,0.3,3.0,0,0.0,0.0,1,0.0,0
2741,54.0,29,48.0,92182,2.0,2.1,3.0,142,0.0,0.0,1,0.0,0
2742,29.0,3,49.0,90266,1.0,1.5,1.0,0,0.0,0.0,0,0.0,0
2743,39.0,14,89.0,95762,2.0,0.4,1.0,0,0.0,0.0,1,0.0,0
2744,32.0,8,22.0,94583,4.0,0.7,2.0,0,0.0,0.0,1,1.0,0
2745,51.0,27,10.0,92121,2.0,0.2,1.0,86,0.0,0.0,0,0.0,0
2746,50.0,25,38.0,95616,1.0,1.3,2.0,120,0.0,0.0,0,1.0,0
2747,54.0,29,49.0,92703,2.0,2.1,3.0,95,0.0,0.0,1,1.0,0
2748,38.0,12,30.0,91765,2.0,1.4,3.0,0,0.0,0.0,0,1.0,0
2749,32.0,7,82.0,94305,1.0,2.6,2.0,240,0.0,1.0,1,1.0,0
2750,62.0,37,82.0,94086,1.0,0.8,3.0,312,0.0,0.0,1,0.0,0
2751,57.0,33,24.0,94501,1.0,0.1,2.0,0,0.0,0.0,0,0.0,0
2752,47.0,23,32.0,92251,4.0,0.6,1.0,156,0.0,0.0,1,1.0,0
2753,51.0,25,34.0,95819,3.0,0.9,3.0,111,0.0,0.0,1,0.0,0
2754,54.0,27,195.0,93117,2.0,4.75,2.0,477,0.0,0.0,0,0.0,1
2755,26.0,1,61.0,93943,4.0,2.2,1.0,119,0.0,0.0,0,0.0,0
2756,37.0,11,22.0,93711,3.0,0.1,2.0,0,0.0,0.0,1,1.0,0
2757,27.0,0,40.0,91301,4.0,1.0,3.0,0,0.0,0.0,1,0.0,0
2758,63.0,38,50.0,93943,2.0,2.8,1.0,205,0.0,0.0,0,0.0,0
2759,62.0,36,35.0,94501,2.0,0.7,3.0,0,1.0,0.0,0,1.0,0
2760,59.0,33,64.0,95617,3.0,0.3,2.0,0,0.0,0.0,0,0.0,0
2761,32.0,7,49.0,94080,3.0,2.3,1.0,0,0.0,0.0,1,0.0,0
2762,35.0,8,44.0,95045,4.0,1.0,2.0,192,0.0,0.0,0,1.0,0
2763,56.0,31,65.0,93403,2.0,3.7,1.0,0,0.0,0.0,1,0.0,0
2764,55.0,31,13.0,93943,4.0,0.7,1.0,0,0.0,0.0,1,0.0,0
2765,31.0,5,84.0,91320,1.0,2.9,3.0,105,0.0,0.0,0,1.0,0
2766,54.0,29,28.0,92093,4.0,0.2,2.0,101,0.0,0.0,1,0.0,0
2767,58.0,32,108.0,95123,3.0,4.4,1.0,0,0.0,0.0,1,0.0,0
2768,48.0,24,59.0,90401,1.0,0.0,1.0,144,0.0,0.0,1,0.0,0
2769,48.0,22,163.0,95819,1.0,2.4,1.0,396,0.0,0.0,1,0.0,0
2770,33.0,9,183.0,91320,2.0,8.8,3.0,582,0.0,0.0,1,0.0,1
2771,36.0,6,69.0,90024,4.0,4.0,3.0,0,0.0,0.0,1,0.0,0
2772,41.0,16,115.0,92333,1.0,7.0,1.0,0,0.0,0.0,0,0.0,0
2773,55.0,31,130.0,92646,4.0,6.5,1.0,0,0.0,0.0,0,1.0,1
2774,63.0,37,185.0,94309,2.0,7.9,2.0,358,0.0,0.0,1,0.0,1
2775,53.0,29,118.0,94066,2.0,0.3,1.0,0,0.0,0.0,1,0.0,0
2776,38.0,13,163.0,95039,1.0,4.1,1.0,0,0.0,0.0,0,0.0,0
2777,46.0,20,140.0,93106,2.0,6.3,1.0,380,0.0,0.0,1,1.0,0
2778,59.0,33,91.0,94122,2.0,0.7,2.0,0,0.0,0.0,1,1.0,0
2779,56.0,31,61.0,92646,4.0,1.3,3.0,0,0.0,0.0,1,1.0,0
2780,59.0,35,168.0,95521,4.0,4.1,2.0,0,0.0,0.0,1,0.0,1
2781,39.0,13,69.0,90630,3.0,0.9,2.0,0,0.0,0.0,0,0.0,0
2782,47.0,21,22.0,92037,1.0,0.2,1.0,104,0.0,0.0,0,0.0,0
2783,47.0,22,53.0,92691,1.0,0.3,1.0,213,0.0,0.0,0,0.0,0
2784,53.0,26,25.0,92123,2.0,1.0,2.0,0,0.0,1.0,1,1.0,0
2785,36.0,9,115.0,91765,4.0,2.2,2.0,0,0.0,0.0,0,0.0,1
2786,34.0,9,31.0,92521,4.0,1.1,3.0,85,1.0,1.0,1,1.0,0
2787,36.0,10,83.0,94705,1.0,2.8,3.0,0,0.0,0.0,0,1.0,0
2788,60.0,34,152.0,92807,2.0,6.9,1.0,0,0.0,0.0,0,0.0,0
2789,45.0,20,30.0,96003,1.0,0.1,1.0,0,0.0,0.0,1,0.0,0
2790,27.0,3,34.0,90065,1.0,0.2,3.0,0,0.0,0.0,1,1.0,0
2791,47.0,22,44.0,95821,1.0,1.4,3.0,0,0.0,0.0,1,1.0,0
2792,44.0,20,182.0,94710,2.0,7.6,1.0,0,0.0,0.0,0,0.0,0
2793,54.0,30,44.0,95616,3.0,1.5,1.0,117,0.0,0.0,1,0.0,0
2794,57.0,33,122.0,94301,2.0,6.0,1.0,153,1.0,1.0,1,1.0,0
2795,52.0,26,35.0,94550,4.0,1.8,1.0,0,0.0,0.0,1,0.0,0
2796,51.0,25,91.0,92407,1.0,0.8,3.0,0,0.0,0.0,0,0.0,0
2797,57.0,32,30.0,94024,2.0,2.0,2.0,0,0.0,0.0,0,0.0,0
2798,65.0,39,53.0,94608,1.0,2.5,3.0,0,0.0,0.0,1,0.0,0
2799,58.0,33,28.0,94720,1.0,0.3,3.0,0,0.0,0.0,1,0.0,0
2800,64.0,39,85.0,94720,4.0,3.4,2.0,200,0.0,0.0,1,0.0,0
2801,52.0,26,28.0,93907,2.0,0.7,2.0,90,0.0,0.0,1,1.0,0
2802,58.0,34,41.0,91016,4.0,0.4,1.0,177,0.0,0.0,1,0.0,0
2803,52.0,22,154.0,90650,1.0,5.0,3.0,0,1.0,1.0,1,0.0,1
2804,43.0,18,41.0,92831,1.0,0.3,3.0,0,0.0,0.0,1,0.0,0
2805,56.0,32,33.0,95014,3.0,1.5,1.0,0,0.0,0.0,0,0.0,0
2806,37.0,12,182.0,94523,3.0,5.8,3.0,0,0.0,0.0,1,0.0,1
2807,53.0,27,59.0,90740,2.0,0.8,3.0,0,0.0,0.0,1,0.0,0
2808,27.0,2,129.0,90009,2.0,3.3,1.0,0,1.0,0.0,0,0.0,0
2809,53.0,27,35.0,94583,3.0,0.9,3.0,136,0.0,0.0,1,0.0,0
2810,42.0,16,185.0,94705,3.0,2.2,2.0,0,1.0,1.0,1,1.0,1
2811,58.0,34,45.0,93943,4.0,1.3,2.0,201,0.0,0.0,0,0.0,0
2812,36.0,12,62.0,94065,4.0,0.1,2.0,145,0.0,0.0,0,0.0,0
2813,53.0,28,183.0,96008,3.0,8.2,3.0,467,0.0,1.0,1,1.0,1
2814,48.0,22,14.0,94303,2.0,0.1,3.0,0,0.0,0.0,1,0.0,0
2815,54.0,28,53.0,94002,1.0,2.2,3.0,0,0.0,0.0,1,1.0,0
2816,26.0,1,48.0,94019,3.0,2.6,3.0,169,0.0,0.0,0,0.0,0
2817,50.0,26,128.0,92780,2.0,0.4,1.0,0,0.0,0.0,1,0.0,0
2818,31.0,7,105.0,94025,1.0,4.0,1.0,331,0.0,0.0,1,0.0,0
2819,35.0,9,40.0,93943,3.0,0.9,1.0,0,0.0,0.0,1,1.0,0
2820,63.0,37,10.0,90095,2.0,0.4,1.0,0,0.0,0.0,1,0.0,0
2821,29.0,4,102.0,90245,2.0,3.3,1.0,303,0.0,0.0,0,0.0,0
2822,57.0,32,31.0,94143,3.0,0.1,2.0,0,0.0,0.0,1,0.0,0
2823,30.0,5,30.0,90245,4.0,0.8,1.0,158,0.0,0.0,1,0.0,0
2824,33.0,7,21.0,90095,1.0,0.6,3.0,0,1.0,0.0,0,0.0,0
2825,62.0,36,44.0,92867,2.0,0.3,1.0,0,0.0,0.0,0,0.0,0
2826,35.0,10,48.0,95060,1.0,2.5,3.0,164,0.0,0.0,1,0.0,0
2827,37.0,11,21.0,94604,3.0,0.2,2.0,0,0.0,0.0,1,0.0,0
2828,37.0,11,84.0,90266,4.0,2.2,2.0,0,0.0,0.0,1,1.0,0
2829,35.0,10,64.0,94306,3.0,0.7,2.0,230,0.0,0.0,1,0.0,0
2830,35.0,9,82.0,94720,1.0,2.5,1.0,138,0.0,0.0,0,0.0,0
2831,59.0,35,39.0,95616,4.0,1.3,1.0,0,0.0,0.0,1,0.0,0
2832,53.0,27,45.0,90405,2.0,0.8,3.0,0,0.0,0.0,1,1.0,0
2833,45.0,21,133.0,92056,4.0,5.7,3.0,0,0.0,1.0,1,1.0,1
2834,46.0,22,152.0,90009,2.0,1.4,1.0,0,0.0,0.0,1,0.0,0
2835,40.0,16,12.0,90033,1.0,1.0,1.0,91,1.0,0.0,0,0.0,0
2836,42.0,16,32.0,94112,3.0,1.5,1.0,149,0.0,0.0,1,0.0,0
2837,25.0,1,74.0,94085,4.0,2.6,1.0,204,0.0,0.0,0,0.0,0
2838,39.0,14,54.0,92037,2.0,1.1,2.0,159,0.0,0.0,0,1.0,0
2839,30.0,6,181.0,94542,3.0,4.1,2.0,0,0.0,1.0,1,1.0,1
2840,58.0,33,75.0,90034,2.0,0.0,3.0,0,0.0,0.0,1,0.0,0
2841,41.0,15,95.0,91101,3.0,0.1,1.0,240,1.0,0.0,0,0.0,0
2842,37.0,11,190.0,94305,4.0,7.3,2.0,565,0.0,1.0,1,0.0,1
2843,36.0,11,90.0,94709,1.0,2.8,1.0,0,0.0,0.0,1,0.0,0
2844,27.0,3,20.0,95616,4.0,1.0,1.0,134,0.0,0.0,1,1.0,0
2845,60.0,34,64.0,95014,3.0,2.2,3.0,0,0.0,0.0,0,0.0,0
2846,62.0,36,85.0,90019,2.0,1.7,3.0,98,0.0,0.0,0,0.0,0
2847,67.0,43,105.0,93711,4.0,1.7,2.0,0,0.0,0.0,1,0.0,0
2848,44.0,18,21.0,90840,1.0,0.2,1.0,0,0.0,0.0,1,0.0,0
2849,24.0,-1,78.0,94720,2.0,1.8,2.0,0,0.0,0.0,0,0.0,0
2850,45.0,21,158.0,94085,2.0,6.67,1.0,132,0.0,0.0,1,1.0,0
2851,58.0,34,125.0,94720,1.0,4.3,1.0,219,0.0,0.0,0,0.0,0
2852,61.0,36,81.0,95449,3.0,1.8,2.0,0,0.0,0.0,1,0.0,0
2853,54.0,29,183.0,93105,1.0,8.1,1.0,0,0.0,0.0,1,1.0,0
2854,28.0,3,54.0,94550,4.0,0.6,2.0,0,0.0,0.0,1,0.0,0
2855,49.0,24,79.0,94025,4.0,3.6,3.0,212,0.0,0.0,1,0.0,0
2856,35.0,11,38.0,91706,1.0,1.5,2.0,136,0.0,0.0,1,0.0,0
2857,36.0,10,172.0,94704,4.0,1.0,2.0,295,0.0,0.0,1,0.0,1
2858,34.0,8,184.0,93106,3.0,7.5,1.0,0,0.0,0.0,0,0.0,1
2859,36.0,11,158.0,95054,2.0,7.8,1.0,114,0.0,0.0,1,1.0,0
2860,35.0,11,188.0,94596,1.0,0.9,3.0,282,0.0,0.0,1,0.0,1
2861,27.0,2,20.0,95064,4.0,0.5,3.0,0,0.0,0.0,1,0.0,0
2862,42.0,18,60.0,92677,4.0,0.2,3.0,151,0.0,0.0,0,1.0,0
2863,65.0,39,113.0,92096,4.0,2.4,3.0,0,0.0,0.0,1,0.0,0
2864,29.0,5,70.0,93101,4.0,0.0,1.0,0,0.0,0.0,1,1.0,0
2865,65.0,41,84.0,95762,2.0,0.0,3.0,0,0.0,0.0,1,1.0,0
2866,59.0,33,23.0,94002,2.0,0.2,3.0,0,0.0,0.0,1,0.0,0
2867,46.0,22,141.0,90089,2.0,3.3,1.0,0,1.0,1.0,1,1.0,0
2868,59.0,33,110.0,90007,3.0,4.4,1.0,264,0.0,0.0,1,0.0,0
2869,52.0,26,31.0,94923,4.0,1.8,1.0,0,0.0,0.0,1,1.0,0
2870,60.0,35,22.0,92660,1.0,1.3,1.0,80,0.0,0.0,0,0.0,0
2871,43.0,17,91.0,95134,1.0,5.2,1.0,0,1.0,0.0,0,0.0,0
2872,65.0,39,82.0,94131,4.0,2.4,3.0,252,0.0,0.0,1,0.0,0
2873,50.0,26,23.0,92630,1.0,0.3,1.0,0,0.0,0.0,0,0.0,0
2874,48.0,23,35.0,93943,1.0,0.1,1.0,0,1.0,0.0,1,0.0,0
2875,49.0,25,114.0,91380,1.0,2.5,3.0,0,0.0,0.0,1,0.0,1
2876,58.0,33,18.0,94402,3.0,0.1,2.0,0,0.0,0.0,1,1.0,0
2877,24.0,-2,80.0,91107,2.0,1.6,3.0,238,0.0,0.0,0,0.0,0
2878,58.0,32,74.0,95817,2.0,2.3,3.0,0,0.0,0.0,0,1.0,0
2879,45.0,19,122.0,94590,4.0,4.1,2.0,0,0.0,0.0,1,0.0,1
2880,42.0,15,73.0,94545,3.0,2.33,2.0,0,0.0,0.0,0,0.0,0
2881,64.0,40,40.0,96064,2.0,1.1,1.0,0,0.0,0.0,1,0.0,0
2882,49.0,25,55.0,92103,4.0,0.1,3.0,0,0.0,0.0,1,0.0,0
2883,55.0,31,69.0,90089,1.0,2.7,2.0,0,1.0,0.0,0,1.0,0
2884,40.0,14,92.0,90024,4.0,1.4,2.0,0,0.0,0.0,1,0.0,0
2885,28.0,2,48.0,93943,4.0,2.1,3.0,0,0.0,0.0,1,1.0,0
2886,57.0,31,113.0,91711,4.0,0.6,3.0,327,0.0,0.0,1,0.0,1
2887,50.0,25,58.0,93940,1.0,1.3,2.0,0,0.0,0.0,1,0.0,0
2888,40.0,16,109.0,94025,2.0,2.2,1.0,0,0.0,0.0,1,0.0,0
2889,55.0,28,39.0,94542,3.0,1.0,2.0,0,0.0,0.0,1,1.0,0
2890,53.0,29,33.0,94591,3.0,1.9,2.0,144,0.0,0.0,0,0.0,0
2891,48.0,24,18.0,94304,4.0,0.2,1.0,0,0.0,0.0,1,1.0,0
2892,59.0,33,63.0,90044,1.0,1.6,1.0,0,0.0,0.0,1,1.0,0
2893,58.0,32,43.0,92093,1.0,2.8,2.0,0,0.0,0.0,1,0.0,0
2894,38.0,14,70.0,94022,4.0,2.0,3.0,0,0.0,0.0,1,0.0,0
2895,49.0,25,19.0,94545,1.0,0.9,3.0,0,0.0,0.0,0,0.0,0
2896,60.0,36,39.0,94501,4.0,1.3,2.0,140,0.0,0.0,1,0.0,0
2897,54.0,28,81.0,94720,3.0,0.8,1.0,0,0.0,0.0,0,0.0,0
2898,28.0,2,34.0,92161,4.0,1.3,3.0,0,0.0,0.0,0,0.0,0
2899,27.0,1,140.0,91711,1.0,5.9,2.0,175,1.0,1.0,1,0.0,1
2900,42.0,18,114.0,94305,1.0,0.3,1.0,0,0.0,0.0,0,0.0,0
2901,52.0,28,55.0,91320,2.0,3.2,3.0,151,0.0,0.0,0,0.0,0
2902,54.0,30,21.0,95351,1.0,0.1,2.0,76,0.0,0.0,1,0.0,0
2903,56.0,30,50.0,94022,4.0,2.8,2.0,0,1.0,0.0,1,0.0,0
2904,58.0,34,41.0,95833,3.0,1.5,1.0,0,0.0,0.0,1,1.0,0
2905,56.0,32,190.0,90032,3.0,2.2,1.0,0,0.0,1.0,1,0.0,1
2906,64.0,40,8.0,94110,2.0,0.3,3.0,0,0.0,0.0,1,0.0,0
2907,35.0,8,55.0,92870,2.0,1.67,2.0,0,0.0,0.0,1,0.0,0
2908,45.0,20,40.0,91763,2.0,1.3,1.0,0,0.0,0.0,0,1.0,0
2909,57.0,32,22.0,95616,3.0,0.1,2.0,0,0.0,0.0,1,0.0,0
2910,35.0,8,44.0,94590,2.0,1.67,2.0,0,1.0,0.0,0,1.0,0
2911,46.0,22,102.0,95039,3.0,4.5,3.0,0,0.0,0.0,1,0.0,1
2912,30.0,4,54.0,93033,4.0,1.8,3.0,235,0.0,0.0,1,0.0,0
2913,44.0,20,130.0,90291,4.0,3.2,2.0,0,0.0,0.0,0,0.0,1
2914,39.0,12,75.0,94501,3.0,2.33,2.0,0,0.0,0.0,1,1.0,0
2915,42.0,18,42.0,95929,2.0,1.7,1.0,0,0.0,0.0,1,0.0,0
2916,34.0,9,133.0,92110,1.0,3.8,1.0,0,0.0,0.0,1,0.0,0
2917,46.0,20,40.0,92037,1.0,1.2,2.0,0,0.0,0.0,1,0.0,0
2918,55.0,31,34.0,94305,3.0,1.5,1.0,101,0.0,0.0,1,0.0,0
2919,28.0,3,142.0,93727,1.0,0.8,1.0,0,0.0,0.0,1,0.0,0
2920,35.0,10,64.0,94542,3.0,2.3,1.0,0,0.0,1.0,1,1.0,0
2921,60.0,35,44.0,94720,2.0,1.6,3.0,170,0.0,0.0,1,0.0,0
2922,50.0,24,95.0,91401,1.0,0.3,1.0,262,0.0,0.0,1,0.0,0
2923,52.0,26,49.0,90011,1.0,1.4,3.0,0,0.0,0.0,1,0.0,0
2924,51.0,27,12.0,91007,2.0,0.2,1.0,0,0.0,0.0,0,0.0,0
2925,51.0,26,98.0,90024,1.0,1.3,3.0,0,0.0,0.0,1,1.0,0
2926,59.0,35,42.0,91711,4.0,0.4,1.0,0,0.0,0.0,1,0.0,0
2927,53.0,28,44.0,92152,2.0,0.6,3.0,0,0.0,0.0,1,1.0,0
2928,43.0,17,124.0,94117,1.0,5.2,1.0,0,0.0,0.0,0,0.0,0
2929,31.0,6,175.0,95005,2.0,6.7,1.0,0,0.0,0.0,1,0.0,0
2930,32.0,6,22.0,94061,4.0,0.3,1.0,0,0.0,0.0,0,0.0,0
2931,41.0,17,78.0,95929,4.0,2.67,1.0,99,0.0,0.0,1,0.0,0
2932,31.0,4,54.0,91741,2.0,1.0,2.0,109,0.0,0.0,0,1.0,0
2933,41.0,16,154.0,92407,1.0,7.0,1.0,0,0.0,0.0,0,1.0,0
2934,47.0,22,42.0,95820,3.0,2.7,2.0,0,0.0,0.0,1,0.0,0
2935,37.0,13,195.0,91763,2.0,6.5,1.0,635,0.0,0.0,1,0.0,0
2936,53.0,23,80.0,93023,1.0,3.0,3.0,0,0.0,0.0,1,1.0,0
2937,49.0,22,81.0,94301,3.0,2.0,2.0,0,0.0,0.0,1,0.0,0
2938,62.0,36,89.0,94022,2.0,2.0,1.0,0,0.0,0.0,1,1.0,0
2939,33.0,9,61.0,93943,3.0,2.6,2.0,0,0.0,0.0,1,0.0,0
2940,54.0,24,25.0,90016,4.0,0.4,3.0,0,0.0,0.0,0,1.0,0
2941,27.0,3,43.0,90245,3.0,0.1,2.0,163,0.0,0.0,1,0.0,0
2942,60.0,35,122.0,92606,1.0,2.6,1.0,352,0.0,0.0,0,0.0,0
2943,29.0,5,160.0,90405,1.0,4.3,1.0,385,0.0,0.0,1,0.0,0
2944,56.0,32,83.0,91320,4.0,1.6,2.0,0,0.0,0.0,0,0.0,0
2945,55.0,30,79.0,92182,2.0,0.0,3.0,0,0.0,0.0,0,0.0,0
2946,45.0,19,30.0,94305,3.0,0.5,2.0,0,0.0,0.0,1,1.0,0
2947,33.0,9,145.0,94110,1.0,4.3,1.0,437,0.0,0.0,1,0.0,0
2948,45.0,21,151.0,90024,2.0,3.3,1.0,328,0.0,0.0,0,0.0,0
2949,44.0,18,14.0,94720,2.0,0.1,3.0,98,0.0,0.0,0,1.0,0
2950,37.0,11,19.0,95054,3.0,0.2,2.0,0,0.0,0.0,1,0.0,0
2951,42.0,16,55.0,95820,1.0,0.7,3.0,135,0.0,0.0,1,0.0,0
2952,26.0,2,132.0,94720,2.0,2.4,3.0,0,0.0,0.0,0,1.0,1
2953,33.0,8,182.0,94065,1.0,8.6,1.0,0,0.0,0.0,0,0.0,0
2954,61.0,36,78.0,91330,3.0,0.5,1.0,0,0.0,0.0,1,1.0,0
2955,31.0,7,42.0,95822,1.0,2.4,2.0,0,0.0,0.0,1,1.0,0
2956,54.0,29,44.0,95518,2.0,2.3,3.0,187,0.0,0.0,1,0.0,0
2957,62.0,38,195.0,91125,4.0,5.2,3.0,522,0.0,1.0,1,1.0,1
2958,61.0,36,53.0,92717,3.0,0.5,2.0,0,0.0,0.0,1,0.0,0
2959,66.0,41,65.0,92612,3.0,2.4,1.0,0,0.0,0.0,0,0.0,0
2960,38.0,12,43.0,94305,4.0,0.2,1.0,0,0.0,0.0,0,0.0,0
2961,55.0,29,38.0,90035,4.0,1.5,3.0,0,0.0,0.0,0,1.0,0
2962,60.0,36,50.0,95741,1.0,1.8,3.0,0,0.0,0.0,1,0.0,0
2963,23.0,-2,81.0,91711,2.0,1.8,2.0,0,0.0,0.0,0,0.0,0
2964,29.0,3,41.0,94588,1.0,1.9,3.0,0,0.0,0.0,1,1.0,0
2965,35.0,10,73.0,93943,3.0,2.3,1.0,0,0.0,0.0,1,0.0,0
2966,53.0,27,31.0,91605,2.0,0.4,3.0,104,0.0,0.0,0,1.0,0
2967,32.0,7,84.0,91320,3.0,0.6,2.0,0,0.0,0.0,1,1.0,0
2968,38.0,14,95.0,94109,2.0,1.9,1.0,0,0.0,0.0,1,1.0,0
2969,44.0,18,162.0,90840,4.0,1.3,1.0,301,0.0,0.0,0,0.0,1
2970,43.0,18,60.0,95039,2.0,2.2,3.0,115,0.0,0.0,0,0.0,0
2971,54.0,30,121.0,95039,2.0,1.1,3.0,0,1.0,0.0,0,0.0,1
2972,52.0,25,43.0,91380,3.0,1.0,2.0,165,0.0,1.0,1,1.0,0
2973,31.0,7,38.0,92182,1.0,1.8,2.0,182,0.0,1.0,1,1.0,0
2974,47.0,22,82.0,92084,1.0,2.9,1.0,276,0.0,0.0,1,0.0,0
2975,42.0,18,52.0,95008,4.0,1.9,1.0,0,0.0,0.0,1,0.0,0
2976,57.0,33,43.0,91016,3.0,1.5,1.0,168,0.0,0.0,0,1.0,0
2977,33.0,8,82.0,95747,1.0,2.6,2.0,0,1.0,1.0,1,1.0,0
2978,35.0,10,161.0,94109,1.0,4.1,1.0,0,1.0,0.0,1,0.0,0
2979,56.0,30,24.0,94550,2.0,0.7,2.0,0,0.0,0.0,1,0.0,0
2980,57.0,32,102.0,90210,1.0,2.6,1.0,0,0.0,0.0,1,0.0,0
2981,25.0,-1,53.0,94305,3.0,2.4,2.0,0,0.0,0.0,0,0.0,0
2982,53.0,28,85.0,92037,1.0,1.2,1.0,0,0.0,0.0,0,0.0,0
2983,59.0,33,111.0,95120,3.0,4.4,1.0,0,0.0,0.0,1,0.0,0
2984,56.0,32,90.0,95054,2.0,0.3,1.0,0,0.0,0.0,1,1.0,0
2985,54.0,28,94.0,92709,2.0,1.1,1.0,188,0.0,0.0,0,0.0,0
2986,48.0,23,63.0,94606,4.0,3.6,3.0,0,0.0,0.0,0,0.0,0
2987,55.0,30,153.0,94305,2.0,2.8,2.0,0,1.0,1.0,1,0.0,1
2988,33.0,7,39.0,92037,2.0,2.0,3.0,0,0.0,0.0,0,0.0,0
2989,46.0,21,205.0,95762,2.0,8.8,1.0,181,1.0,0.0,1,0.0,0
2990,42.0,18,142.0,93106,1.0,3.4,1.0,496,0.0,0.0,1,0.0,0
2991,49.0,25,163.0,94608,2.0,0.4,1.0,0,1.0,0.0,0,0.0,0
2992,42.0,17,113.0,93014,3.0,1.0,1.0,0,1.0,0.0,1,0.0,0
2993,46.0,21,64.0,92104,1.0,2.9,1.0,0,0.0,0.0,1,1.0,0
2994,65.0,40,20.0,92647,3.0,0.1,3.0,0,0.0,0.0,0,1.0,0
2995,50.0,24,179.0,94025,1.0,1.0,1.0,0,0.0,0.0,1,0.0,0
2996,54.0,24,91.0,91101,2.0,4.5,3.0,90,0.0,0.0,1,0.0,0
2997,42.0,18,103.0,91367,1.0,3.33,1.0,0,1.0,1.0,1,1.0,1
2998,57.0,33,80.0,95053,4.0,1.6,2.0,0,0.0,0.0,0,0.0,0
2999,61.0,35,38.0,93106,2.0,0.3,1.0,0,0.0,0.0,0,0.0,0
3000,60.0,34,44.0,94143,1.0,0.2,1.0,0,0.0,0.0,0,1.0,0
3001,40.0,14,164.0,94720,1.0,4.3,2.0,0,0.0,0.0,0,0.0,1
3002,33.0,7,81.0,92647,3.0,1.6,1.0,0,0.0,0.0,1,1.0,0
3003,37.0,13,95.0,90095,2.0,1.7,2.0,83,0.0,0.0,0,0.0,0
3004,52.0,28,44.0,90747,3.0,1.9,2.0,0,0.0,0.0,0,1.0,0
